               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.018892,            0.022747,           0.0018018,              0.9829,             0.97171,             0.98441,             0.76535,            0.018057,            0.018742,           0.0019783,            0.005116,            0.005116,            0.005116
                 150,             0.01934,            0.023296,           0.0021167,             0.98349,              0.9685,              0.9792,              0.7109,            0.022083,            0.021051,           0.0020686,            0.005083,            0.005083,            0.005083
                 151,              0.0193,            0.022828,            0.002093,             0.98005,             0.97211,              0.9843,             0.70914,            0.021845,            0.020677,           0.0023201,             0.00505,             0.00505,             0.00505
                 152,            0.019141,            0.022935,           0.0018951,             0.97781,             0.96586,             0.98149,             0.62579,            0.027269,            0.023813,           0.0024474,            0.005017,            0.005017,            0.005017
                 153,            0.018403,            0.022673,           0.0017871,             0.97655,             0.96741,             0.98163,             0.77815,            0.016972,            0.018871,           0.0026738,            0.004984,            0.004984,            0.004984
                 154,            0.018898,            0.022915,           0.0017536,             0.98306,              0.9607,             0.97889,             0.65553,            0.025146,            0.023093,           0.0025034,            0.004951,            0.004951,            0.004951
                 155,            0.018535,            0.022851,           0.0020611,              0.9828,             0.96159,             0.97983,             0.61676,            0.027789,            0.024608,           0.0025477,            0.004918,            0.004918,            0.004918
                 156,            0.018861,             0.02295,           0.0019688,             0.98656,             0.97093,             0.98332,             0.78248,            0.017268,            0.018891,           0.0022958,            0.004885,            0.004885,            0.004885
                 157,            0.018585,            0.022491,           0.0019359,             0.98354,             0.96428,             0.97723,             0.61023,            0.028024,            0.024906,           0.0026757,            0.004852,            0.004852,            0.004852
                 158,            0.018536,            0.022549,           0.0018529,             0.98403,             0.96063,             0.97818,             0.65138,            0.025747,            0.023201,           0.0023927,            0.004819,            0.004819,            0.004819
                 159,            0.019125,            0.022649,           0.0018238,             0.97788,             0.95544,             0.97281,             0.53634,            0.032792,             0.02749,           0.0026036,            0.004786,            0.004786,            0.004786
                 160,            0.018369,            0.022167,           0.0018753,              0.9895,             0.96543,             0.98602,             0.77071,             0.01751,            0.019122,           0.0022555,            0.004753,            0.004753,            0.004753
                 161,            0.018566,             0.02247,           0.0019324,             0.98394,             0.96576,             0.98172,             0.65744,            0.024925,            0.022581,           0.0022948,             0.00472,             0.00472,             0.00472
                 162,            0.018374,            0.022389,           0.0019103,             0.98643,             0.96799,             0.98152,             0.73686,            0.019552,            0.020093,           0.0020584,            0.004687,            0.004687,            0.004687
                 163,            0.018564,            0.021662,           0.0020369,             0.98118,             0.95985,             0.97579,             0.58641,            0.029822,            0.025824,           0.0022251,            0.004654,            0.004654,            0.004654
                 164,            0.018319,            0.022157,           0.0018762,              0.9868,             0.96308,             0.98033,             0.77806,            0.016817,            0.019011,           0.0021681,            0.004621,            0.004621,            0.004621
                 165,            0.018374,            0.022488,           0.0019237,              0.9779,             0.95691,             0.97697,             0.62446,            0.027395,            0.024612,           0.0025253,            0.004588,            0.004588,            0.004588
                 166,            0.019226,            0.022729,           0.0018562,             0.98692,              0.9605,              0.9802,             0.71259,            0.021207,            0.020922,           0.0022005,            0.004555,            0.004555,            0.004555
                 167,            0.018723,             0.02233,           0.0020265,             0.98599,             0.96494,             0.98289,             0.68954,            0.022588,            0.021929,           0.0020289,            0.004522,            0.004522,            0.004522
                 168,            0.018463,            0.022381,           0.0019161,              0.9842,             0.95656,             0.97542,             0.54351,            0.032715,            0.027085,            0.002228,            0.004489,            0.004489,            0.004489
                 169,            0.018088,            0.021922,            0.001777,             0.98737,             0.96034,              0.9796,             0.63058,            0.026653,            0.023676,            0.002146,            0.004456,            0.004456,            0.004456
                 170,            0.018494,            0.022955,           0.0018673,             0.98747,             0.96106,              0.9793,             0.59566,            0.028761,            0.025162,           0.0023879,            0.004423,            0.004423,            0.004423
                 171,            0.017937,            0.022643,           0.0018329,               0.983,             0.95437,             0.97533,             0.59105,            0.029434,            0.026266,           0.0028284,             0.00439,             0.00439,             0.00439
                 172,            0.018184,            0.022478,           0.0017411,             0.99099,             0.96235,             0.98229,             0.74342,             0.01901,            0.020426,           0.0023199,            0.004357,            0.004357,            0.004357
                 173,            0.017894,            0.022333,           0.0019454,             0.98751,             0.96728,             0.98092,             0.70421,            0.021826,            0.021861,           0.0019555,            0.004324,            0.004324,            0.004324
                 174,            0.018015,            0.022056,           0.0019065,             0.98516,             0.96399,             0.98082,             0.71854,            0.020991,            0.021417,           0.0019667,            0.004291,            0.004291,            0.004291
                 175,            0.018377,            0.022046,           0.0017714,             0.98797,             0.95803,             0.97946,             0.66225,            0.024328,            0.023059,            0.002305,            0.004258,            0.004258,            0.004258
                 176,            0.018071,            0.022129,           0.0017753,             0.98932,             0.96389,             0.98249,             0.71219,            0.021454,            0.021215,           0.0020101,            0.004225,            0.004225,            0.004225
                 177,             0.01827,            0.022492,           0.0017916,              0.9902,             0.96722,             0.98256,             0.77613,            0.017153,            0.019309,            0.001738,            0.004192,            0.004192,            0.004192
                 178,            0.017933,            0.022249,           0.0018922,             0.97896,             0.96938,             0.98286,             0.70868,            0.021743,            0.021357,           0.0020432,            0.004159,            0.004159,            0.004159
                 179,            0.017546,             0.02193,           0.0017863,             0.98897,             0.96415,             0.98385,             0.68202,            0.023487,            0.021883,           0.0020596,            0.004126,            0.004126,            0.004126
                 180,             0.01751,            0.022323,           0.0016593,             0.98519,             0.96209,             0.98326,             0.67592,            0.023986,            0.022714,           0.0021915,            0.004093,            0.004093,            0.004093
                 181,            0.017316,             0.02139,           0.0017052,             0.97906,             0.97038,              0.9833,             0.75352,            0.018447,            0.019802,           0.0019719,             0.00406,             0.00406,             0.00406
                 182,            0.017994,            0.021528,           0.0018792,             0.98386,             0.96944,             0.98079,             0.75864,            0.018035,            0.019829,           0.0021468,            0.004027,            0.004027,            0.004027
                 183,            0.018192,            0.021805,           0.0017915,             0.98407,             0.96445,             0.97894,             0.64953,            0.025556,            0.023459,           0.0024604,            0.003994,            0.003994,            0.003994
                 184,            0.017423,             0.02147,           0.0017562,             0.98415,             0.96217,             0.97887,             0.64667,            0.025525,            0.023674,           0.0022541,            0.003961,            0.003961,            0.003961
                 185,            0.017663,            0.021336,           0.0018907,             0.97224,             0.95467,             0.97037,             0.47774,             0.03679,            0.030823,           0.0022053,            0.003928,            0.003928,            0.003928
                 186,            0.017775,            0.021808,           0.0017155,             0.98809,             0.96311,             0.98143,             0.65286,            0.025505,            0.023878,           0.0021903,            0.003895,            0.003895,            0.003895
                 187,            0.017566,            0.021734,           0.0017038,             0.97088,             0.93416,             0.96199,             0.48843,            0.036111,            0.030262,           0.0025985,            0.003862,            0.003862,            0.003862
                 188,            0.017585,            0.021783,           0.0017853,             0.98972,             0.96971,             0.98426,             0.78318,            0.016764,            0.019209,           0.0019698,            0.003829,            0.003829,            0.003829
                 189,            0.017436,            0.021801,           0.0017092,             0.98691,             0.96896,             0.98469,             0.76449,            0.018086,            0.019957,           0.0021155,            0.003796,            0.003796,            0.003796
                 190,            0.017664,            0.021946,           0.0017842,             0.98441,             0.95687,             0.97361,             0.59664,            0.028922,            0.025575,           0.0024375,            0.003763,            0.003763,            0.003763
                 191,            0.017314,            0.021978,           0.0017985,             0.98697,             0.96354,             0.98186,             0.69328,            0.022245,            0.021994,           0.0022743,             0.00373,             0.00373,             0.00373
                 192,            0.016978,            0.021099,           0.0018845,               0.987,             0.97109,             0.98462,             0.78787,             0.01639,            0.018957,           0.0021703,            0.003697,            0.003697,            0.003697
                 193,            0.016747,            0.021508,           0.0018167,             0.98359,             0.96226,             0.98311,             0.72056,            0.021154,            0.021389,           0.0023113,            0.003664,            0.003664,            0.003664
                 194,            0.017443,             0.02142,           0.0016319,             0.97103,             0.96264,             0.97802,             0.60474,            0.028467,            0.025686,           0.0022611,            0.003631,            0.003631,            0.003631
                 195,             0.01738,            0.022029,           0.0018236,             0.98556,             0.96439,             0.97967,              0.6202,            0.028104,            0.024903,           0.0024649,            0.003598,            0.003598,            0.003598
                 196,            0.016821,            0.021125,           0.0017373,             0.98609,             0.97461,             0.98265,             0.72613,            0.020432,            0.020744,           0.0019434,            0.003565,            0.003565,            0.003565
                 197,            0.017182,            0.021413,           0.0017509,             0.98495,             0.97144,             0.98201,             0.72112,            0.020993,            0.021095,           0.0021741,            0.003532,            0.003532,            0.003532
                 198,            0.017025,             0.02123,           0.0016548,             0.99221,             0.96406,             0.98357,             0.73182,            0.020247,            0.020729,           0.0020381,            0.003499,            0.003499,            0.003499
                 199,            0.016921,            0.021585,           0.0017647,             0.99075,              0.9676,             0.98114,             0.75485,            0.018782,            0.020051,           0.0019884,            0.003466,            0.003466,            0.003466
                 200,            0.016729,            0.021145,             0.00175,             0.98792,             0.96198,             0.97769,             0.63272,            0.026578,             0.02459,           0.0023779,            0.003433,            0.003433,            0.003433
                 201,            0.016572,            0.021196,           0.0016205,             0.99079,             0.96673,              0.9801,             0.65395,            0.025216,            0.023942,           0.0021133,              0.0034,              0.0034,              0.0034
                 202,            0.017386,            0.021605,           0.0016537,             0.98887,             0.96344,             0.98013,             0.60334,            0.028368,            0.025382,           0.0021827,            0.003367,            0.003367,            0.003367
                 203,             0.01661,            0.021287,           0.0015736,             0.98728,             0.96259,             0.98074,             0.68689,            0.023176,            0.022616,           0.0020977,            0.003334,            0.003334,            0.003334
                 204,            0.016928,            0.021337,           0.0017091,             0.98947,             0.96636,             0.98275,              0.7352,            0.019713,            0.020763,           0.0019296,            0.003301,            0.003301,            0.003301
                 205,            0.016751,             0.02189,           0.0015841,             0.98357,              0.9722,             0.98069,             0.63588,            0.026214,            0.024117,           0.0019791,            0.003268,            0.003268,            0.003268
                 206,            0.016593,             0.02134,           0.0015444,             0.98775,             0.97167,             0.98214,             0.77309,            0.017332,            0.019165,           0.0018798,            0.003235,            0.003235,            0.003235
                 207,            0.016431,            0.020465,           0.0016755,             0.98905,             0.96645,             0.98466,              0.7273,            0.020863,            0.021036,           0.0018749,            0.003202,            0.003202,            0.003202
                 208,            0.016883,            0.021497,           0.0016416,             0.98763,             0.96641,             0.98189,             0.72436,            0.020769,             0.02112,           0.0019323,            0.003169,            0.003169,            0.003169
                 209,            0.016419,            0.021264,           0.0015836,             0.99047,             0.96461,              0.9803,             0.70822,            0.022177,             0.02174,           0.0019603,            0.003136,            0.003136,            0.003136
                 210,            0.016452,            0.020679,            0.001543,              0.9872,             0.96458,             0.97835,             0.68059,            0.023751,            0.022792,           0.0020701,            0.003103,            0.003103,            0.003103
                 211,            0.016197,            0.020667,           0.0016413,             0.97647,             0.96561,             0.97678,             0.60583,            0.028637,            0.025601,           0.0021193,             0.00307,             0.00307,             0.00307
                 212,            0.016435,            0.020625,           0.0016117,             0.98724,             0.96509,             0.97731,             0.67836,            0.023679,            0.022991,           0.0021675,            0.003037,            0.003037,            0.003037
                 213,             0.01632,            0.021241,           0.0015706,             0.98648,             0.96947,             0.97958,             0.71498,            0.021409,            0.021882,           0.0022995,            0.003004,            0.003004,            0.003004
                 214,            0.016905,            0.021291,           0.0017691,             0.98813,             0.96815,             0.98188,             0.69669,            0.022417,            0.022449,           0.0022633,            0.002971,            0.002971,            0.002971
                 215,            0.016666,            0.021521,            0.001645,             0.98831,             0.96418,             0.98216,             0.68183,            0.023204,            0.022741,            0.002194,            0.002938,            0.002938,            0.002938
                 216,            0.016264,            0.020659,           0.0016193,             0.98595,             0.97065,             0.98105,             0.72606,            0.020633,             0.02149,           0.0022868,            0.002905,            0.002905,            0.002905
                 217,               0.016,            0.020784,           0.0016384,             0.98198,             0.97076,             0.98076,             0.66027,             0.02536,            0.023869,           0.0024129,            0.002872,            0.002872,            0.002872
                 218,            0.015863,            0.020663,           0.0015703,             0.98801,             0.96418,             0.98065,             0.69635,            0.022712,            0.022748,           0.0023178,            0.002839,            0.002839,            0.002839
                 219,               0.016,            0.020939,           0.0015287,              0.9857,             0.96512,             0.98059,             0.70547,             0.02242,            0.022277,           0.0022624,            0.002806,            0.002806,            0.002806
                 220,            0.016141,            0.020617,           0.0017142,             0.98746,             0.97105,             0.98141,             0.72437,            0.020836,            0.021446,           0.0020152,            0.002773,            0.002773,            0.002773
                 221,            0.016079,            0.020667,           0.0016251,              0.9892,             0.96437,             0.97897,             0.64057,            0.026428,            0.025108,           0.0021756,             0.00274,             0.00274,             0.00274
                 222,            0.016085,            0.020824,           0.0016346,             0.98771,             0.96362,             0.98092,             0.70954,            0.021819,            0.022306,           0.0021535,            0.002707,            0.002707,            0.002707
                 223,            0.016032,            0.020803,           0.0015264,             0.98594,             0.96846,              0.9833,             0.63116,            0.026926,             0.02491,           0.0021012,            0.002674,            0.002674,            0.002674
                 224,            0.015917,            0.020469,           0.0015985,             0.99008,             0.96815,             0.98399,             0.77945,            0.017435,            0.019556,            0.002043,            0.002641,            0.002641,            0.002641
                 225,            0.015882,            0.020355,           0.0016429,             0.98475,             0.97354,             0.98346,             0.79044,            0.016741,            0.019264,           0.0020554,            0.002608,            0.002608,            0.002608
                 226,            0.015998,            0.020716,           0.0017384,             0.98377,             0.96849,             0.98226,             0.69763,            0.022796,            0.022557,           0.0020915,            0.002575,            0.002575,            0.002575
                 227,             0.01573,            0.020657,           0.0016451,             0.98474,             0.97004,             0.98205,             0.71495,            0.021256,            0.021749,           0.0020083,            0.002542,            0.002542,            0.002542
                 228,            0.016022,            0.021257,           0.0015473,             0.98966,             0.96922,             0.98285,             0.77062,            0.017915,            0.019752,           0.0020419,            0.002509,            0.002509,            0.002509
                 229,            0.015877,             0.02106,           0.0014653,             0.98687,              0.9638,             0.98005,             0.63998,             0.02622,            0.024722,           0.0021518,            0.002476,            0.002476,            0.002476
                 230,            0.015756,            0.020379,           0.0015827,              0.9878,             0.95867,             0.97892,              0.6555,            0.025203,            0.024434,           0.0023822,            0.002443,            0.002443,            0.002443
                 231,            0.015628,            0.019954,           0.0014331,             0.98335,             0.96219,             0.97959,             0.65394,            0.025367,            0.024329,           0.0022577,             0.00241,             0.00241,             0.00241
                 232,            0.015921,            0.020666,           0.0015102,             0.98665,             0.97328,             0.98031,             0.76487,            0.017938,            0.019972,           0.0021352,            0.002377,            0.002377,            0.002377
                 233,            0.015986,            0.020672,           0.0015516,             0.98888,             0.96484,             0.98112,              0.7389,            0.019851,            0.020772,            0.002422,            0.002344,            0.002344,            0.002344
                 234,            0.015802,            0.020204,           0.0015091,             0.98766,              0.9621,             0.97967,             0.70356,            0.022355,             0.02247,           0.0024396,            0.002311,            0.002311,            0.002311
                 235,             0.01596,            0.020819,           0.0016406,             0.98738,             0.96334,              0.9806,             0.70066,            0.022369,            0.022655,           0.0023334,            0.002278,            0.002278,            0.002278
                 236,            0.015463,            0.020066,            0.001407,             0.98731,             0.96228,             0.98146,             0.69128,            0.023139,            0.022942,           0.0023655,            0.002245,            0.002245,            0.002245
                 237,            0.015534,             0.02043,           0.0013702,             0.98323,             0.95753,             0.98015,             0.64159,            0.026288,            0.024915,           0.0024477,            0.002212,            0.002212,            0.002212
                 238,            0.015751,            0.020725,           0.0015464,             0.98194,              0.9667,             0.98078,             0.68759,            0.023018,            0.022872,           0.0021608,            0.002179,            0.002179,            0.002179
                 239,            0.015633,            0.020341,           0.0015286,             0.98964,              0.9739,             0.98115,             0.76621,            0.018289,             0.01983,           0.0021715,            0.002146,            0.002146,            0.002146
                 240,            0.015326,            0.019753,           0.0015605,             0.98874,             0.97195,             0.98074,             0.72513,             0.02075,             0.02135,           0.0024013,            0.002113,            0.002113,            0.002113
                 241,            0.015256,            0.020055,           0.0016348,             0.98446,             0.96412,             0.97852,             0.65516,             0.02536,            0.024496,           0.0024366,             0.00208,             0.00208,             0.00208
                 242,             0.01506,            0.019973,           0.0013694,             0.98551,             0.96354,             0.97843,             0.67256,             0.02409,            0.023888,           0.0023403,            0.002047,            0.002047,            0.002047
                 243,            0.015345,            0.020059,           0.0013978,             0.98798,              0.9707,             0.98247,             0.76443,            0.018384,            0.020112,           0.0023693,            0.002014,            0.002014,            0.002014
                 244,            0.015336,            0.020181,           0.0014184,             0.98855,             0.96844,             0.98201,             0.73585,            0.020126,            0.020991,           0.0023433,            0.001981,            0.001981,            0.001981
                 245,            0.015061,            0.019945,           0.0015443,             0.98608,              0.9703,              0.9802,             0.64316,            0.025793,            0.024602,           0.0024553,            0.001948,            0.001948,            0.001948
                 246,            0.015255,            0.020291,           0.0013991,             0.98775,             0.97006,             0.98345,             0.71459,            0.021224,            0.021755,           0.0023347,            0.001915,            0.001915,            0.001915
                 247,            0.015365,             0.02073,           0.0015511,             0.98695,             0.96716,             0.98293,             0.68769,             0.02307,            0.023117,           0.0021514,            0.001882,            0.001882,            0.001882
                 248,            0.015194,            0.020037,           0.0015294,             0.98777,             0.96784,             0.97949,             0.69489,            0.022697,            0.023032,            0.002104,            0.001849,            0.001849,            0.001849
                 249,            0.014925,             0.02011,           0.0014177,             0.98731,             0.96596,             0.97864,             0.69114,            0.023066,             0.02342,           0.0021281,            0.001816,            0.001816,            0.001816
                 250,            0.014982,             0.01971,           0.0014697,             0.98807,             0.96836,              0.9821,              0.7037,            0.022302,            0.022572,            0.002058,            0.001783,            0.001783,            0.001783
                 251,            0.014951,            0.019801,           0.0013517,             0.98736,             0.96613,             0.98245,               0.686,            0.023338,            0.023282,           0.0021945,             0.00175,             0.00175,             0.00175
                 252,            0.015138,            0.019777,           0.0015338,              0.9875,             0.96845,             0.98146,              0.7312,            0.020457,            0.021599,            0.002143,            0.001717,            0.001717,            0.001717
                 253,            0.015082,            0.019921,           0.0014797,             0.98882,             0.96352,             0.97988,             0.71884,            0.021069,             0.02217,           0.0021774,            0.001684,            0.001684,            0.001684
                 254,            0.014709,            0.020396,           0.0014039,             0.98959,             0.97189,             0.98199,             0.77096,            0.017888,            0.020065,           0.0021304,            0.001651,            0.001651,            0.001651
                 255,            0.014727,            0.019829,           0.0014919,             0.98791,              0.9682,             0.98197,             0.70395,            0.022259,            0.022531,           0.0021455,            0.001618,            0.001618,            0.001618
                 256,            0.014574,            0.019547,           0.0013025,             0.98964,             0.96815,             0.98008,             0.69825,             0.02255,            0.022663,           0.0021532,            0.001585,            0.001585,            0.001585
                 257,             0.01469,            0.019351,           0.0014385,             0.99003,             0.97567,             0.98097,             0.76685,            0.017929,            0.020021,           0.0021458,            0.001552,            0.001552,            0.001552
                 258,            0.014693,            0.019372,           0.0014663,             0.98936,             0.96674,             0.98013,             0.70741,            0.021839,            0.022532,           0.0022184,            0.001519,            0.001519,            0.001519
                 259,            0.014812,            0.020014,           0.0013383,             0.98971,             0.97312,             0.98039,             0.75672,            0.018651,              0.0203,           0.0022509,            0.001486,            0.001486,            0.001486
                 260,            0.014706,            0.019627,            0.001351,             0.99012,             0.96812,             0.97962,             0.69802,            0.022578,            0.022642,           0.0022101,            0.001453,            0.001453,            0.001453
                 261,            0.014602,            0.019653,           0.0014114,             0.98973,             0.96912,             0.98098,             0.71584,            0.021422,            0.021909,           0.0021811,             0.00142,             0.00142,             0.00142
                 262,            0.014598,            0.019564,            0.001475,             0.98963,             0.97208,              0.9814,             0.75463,            0.018856,            0.020339,           0.0021502,            0.001387,            0.001387,            0.001387
                 263,            0.014611,            0.019548,            0.001406,             0.98765,               0.969,             0.98021,             0.63751,            0.026712,            0.025431,           0.0022585,            0.001354,            0.001354,            0.001354
                 264,            0.014409,            0.019696,           0.0013666,             0.98961,             0.96863,             0.97969,             0.69959,            0.022512,            0.022827,           0.0022565,            0.001321,            0.001321,            0.001321
                 265,            0.014365,            0.019346,           0.0015042,             0.99022,             0.96839,             0.98038,             0.73733,            0.019912,            0.021419,           0.0021527,            0.001288,            0.001288,            0.001288
                 266,            0.014409,            0.019427,           0.0013929,             0.98942,             0.97184,             0.98066,             0.75385,            0.018805,            0.020731,           0.0020406,            0.001255,            0.001255,            0.001255
                 267,            0.014243,            0.019539,           0.0013913,             0.98813,               0.968,             0.98075,             0.71849,            0.021199,            0.022288,           0.0020775,            0.001222,            0.001222,            0.001222
                 268,            0.014382,            0.019459,           0.0014043,             0.98511,             0.96594,             0.98027,             0.71579,            0.021698,            0.022343,           0.0022044,            0.001189,            0.001189,            0.001189
                 269,            0.014337,            0.019428,           0.0014314,             0.98912,              0.9618,             0.97977,             0.68818,            0.023382,            0.023475,           0.0022515,            0.001156,            0.001156,            0.001156
                 270,            0.014211,            0.019474,           0.0013188,             0.98878,             0.96726,             0.97968,              0.7074,            0.022074,            0.022592,           0.0021973,            0.001123,            0.001123,            0.001123
                 271,            0.014175,            0.019148,           0.0012526,             0.98975,             0.96702,             0.97825,             0.72197,            0.020983,            0.021954,           0.0022123,             0.00109,             0.00109,             0.00109
                 272,            0.014283,            0.019416,           0.0013965,             0.98878,             0.97017,             0.97903,             0.72338,            0.020763,            0.021714,           0.0022234,            0.001057,            0.001057,            0.001057
                 273,            0.014293,            0.019505,           0.0013631,             0.99028,             0.96939,             0.98013,             0.74024,            0.019879,            0.021163,           0.0022118,            0.001024,            0.001024,            0.001024
                 274,            0.014135,            0.019461,            0.001382,             0.99005,              0.9703,             0.97993,             0.74268,            0.019668,            0.021052,           0.0022613,            0.000991,            0.000991,            0.000991
                 275,            0.014155,            0.019196,            0.001338,             0.99021,             0.96909,             0.98111,             0.75865,            0.018664,            0.020461,           0.0022029,            0.000958,            0.000958,            0.000958
                 276,            0.014116,            0.019313,           0.0014337,              0.9898,             0.96844,             0.98089,             0.71186,            0.021581,            0.022119,           0.0022487,            0.000925,            0.000925,            0.000925
                 277,            0.014051,            0.018714,           0.0014383,             0.98951,             0.96696,             0.98097,             0.72726,            0.020612,            0.021563,           0.0021973,            0.000892,            0.000892,            0.000892
                 278,            0.014261,            0.019376,           0.0014851,             0.98971,             0.97006,             0.98139,             0.74253,            0.019542,            0.020873,           0.0020848,            0.000859,            0.000859,            0.000859
                 279,            0.013985,             0.01893,            0.001301,             0.98664,             0.97243,             0.98083,             0.74951,            0.019186,            0.020796,           0.0020334,            0.000826,            0.000826,            0.000826
                 280,            0.014127,            0.018742,           0.0013251,             0.98889,             0.96579,             0.98091,             0.73648,            0.020002,            0.021482,           0.0020568,            0.000793,            0.000793,            0.000793
                 281,            0.014022,            0.019163,           0.0013033,             0.98969,             0.96364,             0.98095,             0.70592,            0.021973,            0.022692,           0.0020355,             0.00076,             0.00076,             0.00076
                 282,            0.014156,            0.018721,           0.0013867,             0.98888,             0.96663,             0.98069,             0.68999,            0.022964,            0.023261,            0.001998,            0.000727,            0.000727,            0.000727
                 283,             0.01421,            0.019271,           0.0013704,             0.99053,             0.97038,             0.98182,             0.74409,            0.019435,            0.021018,           0.0019758,            0.000694,            0.000694,            0.000694
                 284,            0.013986,            0.019175,           0.0013924,             0.98956,              0.9725,             0.98219,             0.75149,             0.01898,            0.020714,           0.0020044,            0.000661,            0.000661,            0.000661
                 285,            0.014002,            0.019085,           0.0013294,             0.98935,             0.96882,             0.98182,             0.72233,            0.020787,            0.021825,           0.0020333,            0.000628,            0.000628,            0.000628
                 286,            0.014091,            0.019398,           0.0012697,             0.98577,              0.9682,             0.98083,             0.71229,            0.021673,            0.022413,           0.0020471,            0.000595,            0.000595,            0.000595
                 287,            0.013932,            0.018812,           0.0014526,             0.98607,              0.9715,             0.98173,             0.74851,            0.019241,            0.021015,           0.0020421,            0.000562,            0.000562,            0.000562
                 288,            0.014105,            0.018993,           0.0013218,             0.98871,             0.96792,             0.98058,             0.70774,             0.02193,            0.022645,           0.0020686,            0.000529,            0.000529,            0.000529
                 289,            0.013908,            0.019473,           0.0012541,              0.9903,             0.97108,             0.98184,              0.7485,            0.019352,            0.020958,             0.00208,            0.000496,            0.000496,            0.000496
                 290,            0.013854,             0.01866,           0.0013394,             0.99023,             0.97132,             0.98199,             0.75818,            0.018455,            0.020447,           0.0020746,            0.000463,            0.000463,            0.000463
                 291,            0.013826,            0.019039,           0.0013694,             0.98859,             0.97093,             0.98164,             0.74629,            0.019591,             0.02115,           0.0020676,             0.00043,             0.00043,             0.00043
                 292,            0.013602,            0.018218,           0.0012163,             0.98786,             0.96994,             0.98045,             0.71057,            0.021786,            0.022518,           0.0021395,            0.000397,            0.000397,            0.000397
                 293,             0.01363,             0.01894,           0.0013072,             0.98918,             0.96829,             0.98085,             0.72947,            0.020529,            0.021731,            0.002147,            0.000364,            0.000364,            0.000364
                 294,            0.013624,            0.019104,           0.0012862,              0.9898,             0.96839,             0.98054,             0.72732,            0.020637,            0.021989,           0.0021388,            0.000331,            0.000331,            0.000331
                 295,            0.013794,            0.018712,           0.0013088,             0.99073,             0.96924,              0.9805,             0.73643,            0.020056,            0.021703,           0.0021131,            0.000298,            0.000298,            0.000298
                 296,            0.013698,            0.018989,           0.0013783,             0.99158,             0.97131,             0.98159,             0.75866,             0.01853,            0.020728,           0.0020811,            0.000265,            0.000265,            0.000265
                 297,            0.013587,            0.018781,            0.001345,             0.99104,             0.96973,             0.98089,             0.74826,            0.019254,            0.021167,           0.0021198,            0.000232,            0.000232,            0.000232
                 298,            0.013657,            0.018968,            0.001296,             0.99006,             0.96805,             0.98065,             0.72207,             0.02085,            0.022159,           0.0021227,            0.000199,            0.000199,            0.000199
                 299,            0.013715,            0.019055,           0.0013322,              0.9882,             0.96796,             0.98081,             0.72552,            0.020763,            0.021981,           0.0021052,            0.000166,            0.000166,            0.000166
